0	0	1	674.034	22.0862	1
1	0	1	674	22.2095	1
2	0	1	673.452	22.2365	1
3	0	1	671.641	22.6426	1
4	0	1	671.202	23.5586	1
5	0	1	670.786	23.7841	1
6	0	1	670.651	23.297	1
7	0	1	670.084	23.7285	1
8	0	1	669.46	25.1689	1
9	0	1	669.228	24.9347	1
10	0	1	668.226	24.0453	1
11	0	1	668.032	23.4264	1
12	0	1	667.837	23.9731	1
13	0	1	667.289	24.5874	1
14	0	1	666.771	24.7081	1
15	0	1	667.159	25.1086	1
16	0	1	666.821	25.5987	1
17	0	1	666.08	26.4055	1
18	0	1	665.414	26.4588	1
19	0	1	665.139	26.8428	1
20	0	1	664.867	27.0781	1
21	0	1	664.779	26.4198	1
22	0	1	664.812	25.8903	1
23	0	1	664.548	26.0345	1
24	0	1	664.447	26.1512	1
25	0	1	664.251	26.0421	1
26	0	1	663.764	26.1969	1
27	0	1	663.048	27.0802	1
28	0	1	662.481	27.3745	1
29	0	1	661.789	28.0356	1
30	0	1	662.169	28.067	1
31	0	1	661.778	27.863	1
32	0	1	661.864	27.5773	1
33	0	1	661.724	27.5537	1
34	0	1	661.406	27.3834	1
35	0	1	661.816	27.4606	1
36	0	1	660.503	27.8946	1
37	0	1	660.42	28.4869	1
38	0	1	659.506	28.3607	1
39	0	1	659.923	28.6311	1
40	0	1	659.474	29.4443	1
41	0	1	659.052	29.3057	1
42	0	1	659.69	28.8628	1
43	0	1	660.231	28.3517	1
44	0	1	659.068	28.5898	1
45	0	1	658.454	28.7927	1
46	0	1	658.728	29.1177	1
47	0	1	658.124	29.1683	1
48	0	1	657.633	29.6217	1
49	0	1	657.989	30.2218	1
50	0	1	657.636	30.6345	1
51	0	1	657.522	31.0346	1
52	0	1	657.355	30.718	1
53	0	1	657.537	30.1621	1
54	0	1	657.529	30.2016	1
55	0	1	657.017	30.3375	1
56	0	1	657.229	30.4119	1
57	0	1	656.775	30.4134	1
58	0	1	656.518	31.1642	1
59	0	1	656.105	31.6041	1
60	0	1	656.299	31.928	1
61	0	1	656.005	32.1658	1
62	0	1	655.954	32.1697	1
63	0	1	656.357	31.935	1
64	0	1	656.035	31.7822	1
65	0	1	655.638	31.7301	1
66	0	1	655.332	31.7592	1
67	0	1	655.481	31.9655	1
68	0	1	655.224	32.3557	1
69	0	1	655.72	32.7356	1
70	0	1	655.489	33.0444	1
71	0	1	654.697	33.7831	1
72	0	1	654.701	33.7842	1
73	0	1	654.895	33.1252	1
74	0	1	655.049	33.0604	1
75	0	1	655.385	32.8667	1
76	0	1	656.277	32.9845	1
77	0	1	656.23	33.6054	1
78	0	1	656.62	34.5802	1
79	0	1	656.741	34.9404	1
80	0	1	656.638	35.7215	1
81	0	1	657.785	36.3263	1
82	0	1	657.356	36.6447	1
83	0	1	657.955	37.1734	1
84	0	1	658.04	37.7297	1
85	0	1	658.029	37.7519	0
86	0	1	658.826	39.1838	1
87	0	1	659.45	39.7745	1
88	0	1	659.039	39.9969	1
89	0	1	659.351	40.4389	1
90	0	1	659.377	40.4598	0
91	0	1	659.37	40.4542	0
92	0	1	658.786	41.3922	1
124	0	1	656	50.625	1
125	0	1	655	51.4999	1
126	0	1	654.288	51.2878	1
127	0	1	654.944	51.9636	1
128	0	1	654.83	51.7103	1
129	0	1	654.972	51.9613	1
130	0	1	654.987	51.9837	0
131	0	1	654.983	51.9777	0
132	0	1	654.521	52.0007	1
133	0	1	654.475	52.0008	1
134	0	1	654.301	52.2753	1
135	0	1	654.289	52.2904	0
136	0	1	653.802	53.2944	1
137	0	1	654.444	53.5477	1
138	0	1	654.542	53.4976	1
139	0	1	654.972	53.0192	1
143	0	1	654.5	53	1
144	0	1	654.5	53	1
145	0	1	654.5	53	1
146	0	1	654.296	53.6847	1
147	0	1	654.48	54.0242	1
148	0	1	654.992	54.0075	1
149	0	1	654.544	53.0386	1
165	0	1	655	55.625	1
166	0	1	655.241	56.0283	1
167	0	1	654.779	56.3414	1
168	0	1	654.973	55.6656	1
169	0	1	655.495	55.466	1
176	0	1	655.5	56	1
177	0	1	654.778	56.3419	1
178	0	1	654.5	56.4998	1
179	0	1	654.489	56.0259	1
188	0	1	652.5	57	1
189	0	1	653	56.5	1
190	0	1	652.501	56.0007	1
191	0	1	652.48	55.9802	1
196	0	1	650.5	56	1
197	0	1	650.287	56.2873	1
198	0	1	649.714	56.2874	1
199	0	1	650.061	55.9161	1
200	0	1	650.988	55.497	1
208	0	1	648.5	56.5	1
209	0	1	648	56.625	1
210	0	1	648	56.5002	1
211	0	1	648.961	56.1465	1
228	0	1	645.5	58	1
229	0	1	645.713	58.2873	1
230	0	1	646.393	59.1124	1
231	0	1	646.523	58.768	1
247	0	1	645	60.625	1
248	0	1	644.5	61	1
249	0	1	645.286	61.2869	1
250	0	1	644.358	61.2988	1
251	0	1	644.049	61.8729	1
252	0	1	644.1	61.9322	1
253	0	1	645.444	61.5106	1
254	0	1	645.091	61.0004	1
255	0	1	645.44	60.9788	1
256	0	1	645.051	61.0048	1
257	0	1	644.491	61.9585	1
258	0	1	644.471	62.0108	0
259	0	1	644.025	62.4657	1
260	0	1	644.065	62.7943	1
261	0	1	644.103	62.7869	1
262	0	1	644.482	62.7193	1
263	0	1	644.543	62.5977	1
264	0	1	644.019	62.9776	1
271	0	1	644.225	64.7658	1
