xx_mm,yy_mm
123.25193142857142,4.3673276836158195
123.24571428571429,4.391709039548022
123.14550857142858,4.39704802259887
122.8143542857143,4.477350282485876
122.73408,4.658480225988701
122.65801142857144,4.703070621468926
122.63332571428572,4.606751412429378
122.5296457142857,4.692076271186441
122.41554285714287,4.976901129943503
122.37312000000001,4.930590395480226
122.18989714285716,4.754720338983051
122.15442285714285,4.632338983050848
122.11876571428571,4.740443502824859
122.01856,4.861915254237288
121.92384000000001,4.885782485875707
121.99478857142857,4.964977401129943
121.93298285714286,5.061889830508475
121.79748571428571,5.221426553672316
121.67570285714285,5.2319661016949155
121.62541714285713,5.307898305084746
121.57568,5.354426553672316
121.55958857142858,5.224254237288135
121.56562285714286,5.119550847457627
121.51734857142857,5.148064971751413
121.49888,5.171141242937853
121.46304000000002,5.14956779661017
121.37398857142855,5.180177966101694
121.24306285714285,5.3548418079096045
121.13938285714288,5.4130367231638425
121.0128457142857,5.543762711864407
121.08233142857142,5.5499717514124285
121.0108342857143,5.509632768361583
121.02655999999999,5.453138418079096
121.00095999999999,5.44847175141243
120.94281142857143,5.414796610169492
121.01778285714285,5.430062146892655
120.77769142857144,5.515881355932204
120.76251428571429,5.633002824858757
120.59538285714288,5.6080480225988705
120.67163428571428,5.661516949152542
120.58953142857142,5.822319209039547
120.51236571428572,5.794912429378532
120.62902857142858,5.707333333333334
120.7279542857143,5.606268361581921
120.51529142857143,5.653350282485876
120.40301714285712,5.69347175141243
120.45312000000001,5.757737288135593
120.34267428571427,5.767742937853107
120.25289142857143,5.857398305084747
120.31798857142856,5.976062146892656
120.25344000000001,6.057669491525424
120.23259428571427,6.136785310734464
120.20205714285714,6.074180790960453
120.23533714285712,5.964257062146892
120.23387428571428,5.97206779661017
120.14025142857142,5.998940677966102
120.17901714285712,6.013652542372881
120.096,6.013949152542374
120.04900571428571,6.162412429378532
119.97348571428572,6.249398305084745
120.00896,6.313446327683616
119.9552,6.360468926553672
119.94587428571427,6.36124011299435
120.0195657142857,6.314830508474576
119.9606857142857,6.284615819209039
119.88809142857143,6.274313559322033
119.83213714285714,6.280067796610169
119.85938285714288,6.320861581920904
119.81238857142858,6.398019774011299
119.90308571428572,6.473141242937852
119.8608457142857,6.534203389830509
119.71602285714286,6.680274011299435
119.71675428571429,6.6804915254237285
119.75222857142857,6.550180790960452
119.78038857142857,6.537367231638418
119.84182857142858,6.499064971751413
120.00493714285713,6.522358757062147
119.99634285714286,6.645135593220339
120.06765714285714,6.837892655367232
120.08978285714286,6.909118644067797
120.07094857142857,7.063573446327684
120.28068571428571,7.183166666666668
120.20224000000002,7.2461271186440674
120.31177142857143,7.3506723163841805
120.32731428571428,7.460675141242938
120.32530285714286,7.465064971751412
120.47104,7.748209039548023
120.58514285714286,7.865014124293785
120.50998857142856,7.908991525423729
120.56704000000002,7.996392655367232
120.57179428571428,8.000525423728813
120.57051428571428,7.999418079096045
120.46372571428573,8.184898305084745
119.95428571428572,10.010593220338983
119.77142857142857,10.18359604519774
119.64123428571429,10.141655367231637
119.76118857142856,10.27528813559322
119.74034285714286,10.22520056497175
119.76630857142855,10.274833333333333
119.76905142857143,10.279262711864407
119.76832000000002,10.27807627118644
119.68383999999999,10.282624293785311
119.67542857142857,10.28264406779661
119.64361142857142,10.33692372881356
119.64141714285714,10.339909604519773
119.55236571428573,10.538440677966102
119.66976,10.58852824858757
119.68767999999999,10.578621468926553
119.76630857142855,10.484022598870057
119.68,10.480225988700566
119.68,10.480225988700566
119.68,10.480225988700566
119.64269714285713,10.615618644067796
119.67634285714286,10.68275141242938
119.76996571428572,10.679449152542373
119.6880457142857,10.487858757062147
119.77142857142857,10.999293785310735
119.81549714285714,11.079042372881357
119.73101714285714,11.140954802259888
119.76649142857144,11.007322033898305
119.86194285714285,10.967853107344633
119.86285714285714,11.073446327683616
119.7308342857143,11.141053672316383
119.68,11.172276836158192
119.67798857142857,11.07856779661017
119.31428571428572,11.271186440677965
119.40571428571428,11.17231638418079
119.31446857142858,11.073584745762712
119.31062857142858,11.069531073446328
118.94857142857143,11.073446327683616
118.90962285714284,11.130257062146894
118.80484571428572,11.130276836158192
118.86829714285716,11.05685593220339
119.03780571428574,10.973983050847458
118.58285714285714,11.17231638418079
118.49142857142857,11.197033898305085
118.49142857142857,11.17235593220339
118.66715428571429,11.102415254237288
118.03428571428572,11.468926553672317
118.0732342857143,11.525737288135595
118.19757714285714,11.688892655367233
118.22134857142858,11.620790960451979
117.94285714285714,11.987994350282486
117.85142857142857,12.062146892655367
117.99515428571428,12.118878531073447
117.82546285714287,12.12123163841808
117.76895999999999,12.234754237288136
117.77828571428572,12.2464802259887
118.0240457142857,12.163112994350284
117.95949714285715,12.062225988700567
118.02331428571429,12.057954802259886
117.95218285714284,12.06309604519774
117.84978285714286,12.251680790960453
117.84612571428572,12.262022598870058
117.76457142857143,12.351974576271187
117.77188571428573,12.416951977401128
117.7788342857143,12.415488700564973
117.84813714285714,12.402121468926552
117.85929142857144,12.37807627118644
117.7634742857143,12.453197740112994
117.80114285714286,12.80679661016949
117.8752,12.924867231638416
117.81266285714285,12.909957627118644
118.0719542857143,12.919686440677964
118.31369142857145,12.761790960451977
118.25956571428571,12.993977401129944
118.12571428571428,13.174415254237287
118.08512000000002,13.315977401129944
118.17033142857144,13.327940677966103
118.30857142857143,13.671217514124294
118.36105142857141,13.700878531073446
118.49124571428571,13.767556497175141
118.51410285714286,13.822725988700565
118.38555428571426,13.958039548022597
118.56365714285714,13.820214689265535
118.76571428571428,13.64406779661017
119.04,13.64406779661017
118.85750857142857,13.64406779661017
118.84982857142857,13.670149717514125
118.94656,13.68820338983051
118.86537142857142,13.69791242937853
119.02683428571429,13.698149717514124
119.09796571428572,13.527559322033897
119.04274285714285,13.440395480225988
119.0396342857143,13.438635593220338
119.04054857142859,13.439110169491524
119.12740571428573,13.256319209039548
119.23346285714285,13.101152542372882
119.35524571428573,13.021977401129943
119.32288,12.92243502824859
119.38925714285713,12.720977401129943
119.48708571428573,12.624855932203388
119.58528,12.421598870056497
119.76795428571428,12.31396892655367
119.72260571428573,12.188957627118644
119.84402285714285,12.030310734463276
119.8524342857143,12.023607344632769
119.98921142857142,11.573629943502823
119.96397714285713,11.321669491525425
119.95830857142856,11.22165254237288
120.16,11.144949152542374
120.20352000000001,10.974398305084746
120.19090285714285,10.72297175141243
120.11282285714286,10.520841807909603
120.13202285714284,10.190062146892656
120.16767999999999,9.87104802259887
120.47670857142856,9.511042372881356
120.62189714285715,9.265528248587572
120.61549714285715,9.10874011299435
120.66706285714287,9.01105649717514
120.66358857142855,8.872242937853109
120.68352000000002,8.75102824858757
120.71113142857142,8.644703389830509
120.62994285714286,8.491197740112995
120.77604571428569,8.295257062146892
120.74038857142857,8.186638418079097
120.74203428571428,8.122610169491525
120.75172571428573,8.061824858757062
120.65883428571429,8.053638418079096
120.71716571428571,8.070011299435029
120.65590857142857,8.102420903954801
120.67949714285714,8.061725988700566
120.73398857142855,8.04608474576271
120.70089142857144,8.07552824858757
120.63817142857143,8.050968926553672
120.68114285714286,8.02101129943503
120.85540571428571,8.062675141242938
120.78134857142858,8.121661016949153
120.72210285714286,8.21938418079096
120.81261714285714,8.257646892655368
120.77220571428572,8.334271186440677
120.8576,8.422146892655368
120.82194285714286,8.420782485875705
120.71990857142858,8.488192090395481
120.5952,8.564559322033897
120.67657142857144,8.508223163841807
120.73380571428572,8.552813559322034
120.73490285714283,8.556570621468927
120.68735999999998,8.693604519774011
120.77092571428571,8.749742937853108
120.77622857142856,8.750276836158193
120.77568000000001,8.645593220338982
120.81755428571428,8.763545197740113
120.81956571428572,8.771850282485875
120.81901714285712,8.76959604519774
120.99309714285715,8.87109604519774
120.8832,8.902536723163841
120.94774857142858,8.898463276836159
120.96603428571429,8.898087570621469
120.96493714285714,8.898146892655367
120.96054857142859,9.087858757062147
120.91977142857141,9.177019774011299
120.94866285714286,9.2435197740113
120.86912000000001,9.40590395480226
120.85906285714285,9.399437853107345
120.99638857142857,9.35621186440678
120.9309257142857,9.438570621468926
120.92507428571429,9.443533898305084
121.06532571428572,9.564036723163843
120.97152,9.691124293785311
121.03369142857144,9.711709039548023
120.9309257142857,9.777200564971752
120.97334857142856,9.871997175141244
120.98962285714283,9.984709039548024
120.91117714285716,10.058545197740113
120.9980342857143,10.06004802259887
121.04850285714285,9.973635593220338
120.8768,10.075669491525423
120.98304000000002,10.16117231638418
121.04009142857143,10.222372881355932
121.07117714285715,10.243629943502825
120.87862857142856,10.388632768361582
121.01321142857144,10.550087570621468
120.98121142857144,10.6364802259887
