xx,yy
213.59,160.415
210.62599999999998,158.436
202.484,150.18200000000002
199.655,148.591
198.24599999999998,146.656
196.75400000000002,144.592
171.72799999999998,116.374
170.97099999999998,111.074
168.747,106.23100000000001
166.019,101.736
165.855,101.48899999999999
164.676,98.1107
164.769,93.1907
164.18,89.8345
162.627,86.2181
160.78,83.9977
163.1,77.199
156.517,74.3095
150.325,71.7603
145.571,71.0105
140.27700000000002,71.2973
137.09,72.4521
135.453,74.1191
131.191,77.3166
125.695,82.068
121.301,87.6642
116.635,92.9716
111.441,97.4892
107.29,101.95200000000001
102.822,106.227
97.6804,110.389
93.5091,114.39299999999999
89.5625,118.26799999999999
84.7597,122.01799999999999
80.8417,125.19200000000001
77.6103,128.259
71.7778,132.125
64.6323,135.142
59.726000000000006,136.75799999999998
52.3677,138.941
43.581,139.872
30.714000000000002,140.937
24.0,86.5
27.3738,84.2723
29.3391,82.7799
31.7601,81.339
34.3215,81.6507
34.3895,81.2448
34.0634,80.1305
34.4718,79.3748
35.2798,78.9982
37.045,77.9907
38.6122,77.5681
39.3536,77.4053
40.2232,77.7279
41.6241,77.83
42.8375,77.8135
43.9978,78.1994
45.4136,78.4083
46.806000000000004,78.082
48.2739,80.4531
50.1924,80.9855
52.0101,81.4638
53.031000000000006,82.0089
52.5544,82.3147
52.1879,82.8542
53.1731,83.4916
54.1032,84.0581
54.7672,83.7841
56.6665,83.5617
58.7608,83.5813
60.2544,83.4058
61.6082,83.965
62.5195,84.0325
64.6794,84.9123
86.8222,92.0223
91.8633,94.7775
94.8332,98.1981
99.4304,102.443
102.316,106.815
104.67399999999999,111.37299999999999
107.039,115.711
109.23200000000001,119.044
111.741,122.073
113.87100000000001,124.42399999999999
114.37799999999999,125.42299999999999
115.565,126.064
116.075,126.635
116.802,127.056
114.823,125.662
114.823,125.662
115.169,126.008
115.42399999999999,126.21799999999999
115.021,126.764
115.65100000000001,126.976
115.98299999999999,127.60700000000001
117.70100000000001,128.611
119.837,129.441
127.546,130.52
133.70600000000002,131.39600000000002
138.905,132.263
142.673,133.917
144.679,135.45600000000002
148.339,139.687
150.164,142.421
151.878,145.141
154.608,148.336
157.018,150.89
159.322,153.835
161.753,156.839
167.12,161.233
171.831,164.625
174.53799999999998,166.105
176.218,167.389
179.304,169.175
180.544,169.83599999999998
180.71400000000003,168.81099999999998
180.267,167.86599999999999
180.49200000000002,166.386
180.748,164.44099999999997
181.636,162.731
164.93599999999998,151.849
160.696,148.491
160.25,148.115
157.082,145.708
153.767,142.786
153.378,141.246
153.436,139.743
151.266,137.491
151.122,136.221
150.915,135.59799999999998
150.971,135.017
146.241,131.284
145.96200000000002,129.955
146.27200000000002,129.375
151.787,128.591
152.083,128.556
160.55200000000002,126.87299999999999
165.081,126.07600000000001
166.736,126.51299999999999
168.638,127.97
169.701,129.08700000000002
172.235,131.845
173.99900000000002,133.63299999999998
176.13,135.64700000000002
179.107,138.137
181.77599999999998,140.513
184.188,142.694
186.24,144.546
187.331,145.85
189.799,147.733
190.648,148.526
190.916,149.099
191.86700000000002,150.415
193.562,151.215
169.52,149.415
166.545,148.35399999999998
163.49200000000002,148.025
161.361,147.984
158.546,148.27
161.472,151.389
162.468,152.082
163.401,153.526
164.56099999999998,155.569
164.76,159.769
164.977,161.977
166.55200000000002,164.91400000000002
168.592,166.695
170.454,169.53599999999997
172.937,172.813
178.83700000000002,175.553
186.65200000000002,177.824
192.57299999999998,178.31099999999998
196.71099999999998,178.517
200.06099999999998,178.703
203.71200000000002,179.31099999999998
205.93200000000002,179.753
207.31099999999998,180.13099999999997
208.519,179.80200000000002
210.14700000000002,179.42700000000002
211.88099999999997,178.65599999999998
212.56599999999997,177.753
210.993,177.02700000000002
208.93,175.47099999999998
207.6,173.94299999999998
206.885,172.98
206.799,172.429
206.065,172.43200000000002
205.452,172.791
204.45,173.628
203.882,174.25799999999998
203.642,174.25400000000002
203.176,174.46
202.951,174.875
205.817,175.71
207.862,175.025
212.06099999999998,174.298
215.886,174.135
217.293,173.488
221.951,175.128
225.993,178.081
228.646,180.142
233.09099999999998,182.957
237.105,185.72099999999998
240.628,188.278
246.579,190.922
253.085,192.21599999999998
257.10400000000004,192.796
262.677,193.49599999999998
268.9,193.83
272.127,193.169
275.531,191.74900000000002
278.374,190.892
280.844,189.523
280.691,188.37
282.276,187.762
283.926,186.15099999999998
284.587,183.372
288.243,179.18599999999998
286.711,155.836
286.0,151.138
285.001,146.122
286.58099999999996,140.972
288.384,136.77200000000002
288.973,131.654
289.032,127.006
289.001,127.02799999999999
289.416,127.309
289.439,127.305
280.17400000000004,125.919
280.897,121.12700000000001
283.885,116.245
284.811,110.602
285.5,106.118
286.746,101.988
287.991,98.7421
288.186,95.2992
287.634,93.2062
288.168,90.5629
289.372,88.4318
289.29900000000004,88.2014
290.159,87.1218
290.626,86.1229
290.585,84.6256
290.22700000000003,83.3159
290.209,83.2673
288.04400000000004,84.3769
306.42400000000004,65.5697
308.315,61.8841
309.085,58.2528
311.904,54.9712
314.347,51.4118
312.754,48.1121
306.789,43.7717
303.728,37.0847
300.051,30.6882
296.841,26.938000000000002
293.688,24.3862
292.541,22.9961
292.231,22.7154
291.76,23.5501
291.009,25.5625
291.687,27.5988
306.647,38.0639
307.941,40.8206
310.332,43.97
313.339,47.9232
314.982,51.8602
316.617,56.522
317.971,60.7155
322.265,67.35600000000001
324.337,71.9617
327.13,75.8515
329.371,78.5058
332.272,81.3686
334.031,83.5823
335.5,85.5074
338.545,87.9654
343.119,92.5436
348.11300000000006,98.0098
354.756,105.32700000000001
363.707,115.605
368.148,122.865
372.111,129.886
376.565,137.887
379.282,145.879
383.06699999999995,154.82
386.26300000000003,163.309
388.56,175.201
390.539,184.704
393.094,190.74099999999999
394.709,192.06799999999998
396.097,192.843
397.23800000000006,193.988
398.389,194.773
397.898,193.417
398.094,192.72299999999998
396.81300000000005,191.24599999999998
395.468,189.96599999999998
395.464,189.65400000000002
396.204,189.517
396.358,188.959
396.162,188.578
395.86199999999997,188.50799999999998
395.11,188.143
395.05,187.90099999999998
394.704,187.495
392.13,186.47
387.695,185.863
382.98800000000006,184.863
377.746,183.778
373.085,183.04
369.569,182.482
365.832,182.296
363.531,181.87
361.58099999999996,181.524
360.12,181.549
359.032,181.391
358.60900000000004,181.08599999999998
357.25800000000004,181.063
356.30699999999996,181.169
355.06,181.082
352.29900000000004,181.361
347.305,182.571
343.00300000000004,183.93599999999998
339.96,185.081
335.44199999999995,187.012
329.305,189.845
325.467,191.452
322.651,192.429
317.937,194.208
313.363,195.335
309.399,196.165
305.38,196.385
302.125,196.17700000000002
299.376,196.02599999999998
295.888,195.135
292.434,194.255
291.051,192.97
288.303,191.743
287.115,190.74900000000002
286.751,189.357
286.738,189.293
286.741,189.31
291.695,184.955
293.379,183.334
296.269,181.457
298.515,179.937
300.502,178.47
301.681,177.653
307.564,173.226
308.981,172.188
308.568,170.503
307.084,168.358
302.135,165.044
299.363,161.975
297.214,157.842
295.47700000000003,153.971
295.41200000000003,153.82
292.158,149.24
291.823,148.746
291.541,147.433
290.129,144.231
289.482,142.558
287.815,140.858
284.928,138.866
283.20099999999996,137.464
282.248,135.52200000000002
281.747,134.691
278.4,132.982
275.21299999999997,131.464
275.508,128.869
278.933,125.583
282.274,122.829
283.437,118.35
283.79400000000004,112.385
285.005,108.633
285.067,108.512
285.051,108.545
289.334,99.2676
291.015,95.4837
292.092,93.2511
293.073,90.7581
274.16900000000004,62.0411
276.629,60.3131
279.051,58.4446
281.05,56.1208
281.471,51.5198
287.171,45.3395
291.047,42.1955
288.355,42.7182
292.427,41.1448
296.177,39.9365
297.298,39.6631
301.055,38.0559
302.14599999999996,37.8695
303.51099999999997,38.2403
306.026,38.9914
307.001,41.0504
306.798,43.6676
321.975,66.1158
327.336,73.562
330.472,80.4118
333.74199999999996,87.7264
336.345,94.6104
338.654,102.10700000000001
341.66900000000004,112.65799999999999
345.32300000000004,122.56299999999999
348.81300000000005,132.196
351.528,142.252
355.49199999999996,151.236
358.455,158.615
359.30300000000005,166.14
358.37199999999996,171.636
358.726,178.72
359.233,185.169
358.483,191.271
358.31300000000005,192.174
358.374,191.94400000000002
358.751,193.0
358.505,193.354
358.08099999999996,193.19099999999997
357.75300000000004,193.35299999999998
357.676,193.139
358.1,193.21599999999998
358.869,193.64
358.34,193.245
358.375,193.66299999999998
358.911,194.713
359.345,194.842
359.504,194.763
359.624,194.953
359.916,195.06599999999997
361.375,195.5
362.486,196.023
365.325,195.99099999999999
369.856,195.601
373.92699999999996,194.709
377.272,193.658
379.37699999999995,193.03
381.325,192.285
385.31199999999995,191.234
388.634,190.476
390.491,190.078
394.211,190.34799999999998
400.574,191.584
405.6,192.333
410.461,193.115
413.664,193.632
417.344,193.74
420.353,194.05700000000002
421.44599999999997,194.832
421.60900000000004,195.36700000000002
421.754,196.231
421.63599999999997,196.80200000000002
422.033,196.519
422.31800000000004,196.128
424.333,195.22
422.0,183.5
422.728,181.37400000000002
422.5,180.002
422.01099999999997,178.773
421.977,177.77200000000002
422.005,176.782
417.98800000000006,180.843
420.04,182.977
422.92,185.53799999999998
427.17199999999997,189.805
429.462,192.37900000000002
432.14300000000003,193.99099999999999
433.611,194.738
433.686,194.872
433.54400000000004,194.743
433.404,194.805
433.475,195.148
434.05699999999996,195.454
434.977,195.618
432.23400000000004,195.31
429.236,194.646
426.68,194.485
424.945,194.625
424.50699999999995,194.959
423.76800000000003,195.31
422.93800000000005,195.437
422.423,195.502
421.254,195.08700000000002
420.38599999999997,194.778
419.39599999999996,194.72099999999998
418.38,194.72799999999998
417.403,194.555
416.39300000000003,194.71099999999998
414.76599999999996,194.855
413.626,194.96599999999998
398.23800000000006,192.702
395.795,192.037
390.555,191.093
386.80199999999996,190.04
382.85400000000004,188.775
380.658,187.503
379.084,186.638
377.916,186.081
376.62300000000005,185.801
377.01,185.05700000000002
378.616,183.77599999999998
379.166,183.00599999999997
379.971,182.018
380.346,180.937
380.714,180.019
381.124,179.373
381.911,178.55900000000003
384.961,177.923
385.70099999999996,177.37099999999998
387.73699999999997,177.476
394.065,178.58700000000002
399.19599999999997,179.64
403.2,180.84400000000002
406.402,182.22299999999998
408.2,183.608
412.017,185.576
413.83099999999996,186.662
414.025,187.422
414.846,188.273
416.061,189.37099999999998
415.606,189.329
413.76599999999996,189.388
410.99199999999996,190.377
408.52,190.092
405.366,189.935
402.523,189.852
400.69599999999997,189.90900000000002
399.47900000000004,189.778
396.795,190.449
394.305,190.933
392.173,191.295
390.04699999999997,191.468
388.292,191.732
386.397,192.22400000000002
384.75800000000004,192.44
382.98,192.24099999999999
381.314,191.791
379.04,192.09400000000002
378.293,191.203
377.412,190.575
375.034,190.516
372.791,190.095
404.416,185.856
410.98400000000004,184.785
416.5,183.71200000000002
420.092,182.679
422.375,181.65599999999998
424.12,180.669
426.30800000000005,179.86700000000002
428.79699999999997,179.145
430.99699999999996,178.34599999999998
430.99699999999996,177.05700000000002
432.031,176.449
432.236,175.89
433.05699999999996,176.118
432.569,176.649
432.63300000000004,177.28
431.48400000000004,178.34599999999998
427.475,180.61900000000003
419.288,183.685
412.213,186.59099999999998
407.744,188.99900000000002
403.03,192.168
399.85400000000004,195.11
397.80300000000005,196.752
396.212,197.264
394.844,198.293
393.56800000000004,198.727
392.07800000000003,199.269
391.186,199.94299999999998
390.115,199.503
387.584,198.648
385.004,197.40099999999998
383.461,196.00099999999998
382.477,194.238
382.36199999999997,169.351
381.935,167.924
385.096,163.41899999999998
390.654,155.605
394.405,149.99
403.626,137.469
401.199,135.064
401.031,132.317
401.34,129.483
401.222,126.74
401.189,126.555
399.80199999999996,124.208
395.478,121.991
393.218,118.302
391.12800000000004,114.764
390.93199999999996,112.244
388.963,109.961
386.29,108.11
385.289,106.39399999999999
385.42,104.06
385.62300000000005,101.944
385.31,100.97399999999999
384.035,99.2733
382.686,97.4758
381.69800000000004,97.29799999999999
381.17699999999996,96.745
381.417,95.9761
381.472,95.5295
380.709,94.3534
379.14099999999996,93.0817
380.792,91.2852
383.39,88.9917
383.205,85.9968
382.36800000000005,82.7257
382.131,80.6845
383.611,78.5287
386.586,75.3171
388.207,73.256
389.49800000000005,71.5622
393.10400000000004,68.2384
394.347,66.1997
396.889,62.5651
397.785,60.6205
399.251,58.3116
401.624,55.7078
402.585,53.9024
404.085,51.9765
404.66,50.766000000000005
405.033,50.0966
406.05300000000005,49.2198
408.347,48.1847
410.653,47.0609
413.088,46.6275
414.80400000000003,46.5429
421.755,54.396
422.14599999999996,57.3244
421.57099999999997,63.0968
419.485,69.53699999999999
417.668,73.6375
416.01199999999994,76.0646
413.16900000000004,77.9782
411.006,79.6829
408.399,82.8956
405.767,86.3204
403.265,87.8282
401.034,89.4294
397.658,92.10799999999999
394.379,94.465
369.17,105.984
365.35400000000004,108.73299999999999
361.657,111.948
357.038,116.791
355.57599999999996,119.757
354.95300000000003,121.927
354.36800000000005,124.13600000000001
354.043,125.978
353.458,127.833
353.06800000000004,129.555
352.787,130.917
351.876,132.38
350.619,134.253
350.651,135.66899999999998
351.195,137.83100000000002
354.824,140.239
360.19,143.373
365.168,146.873
368.25699999999995,149.325
370.86,152.035
373.51,155.237
378.67800000000005,160.452
381.48400000000004,164.097
384.30800000000005,167.102
387.17699999999996,169.678
390.046,172.176
392.116,174.05599999999998
393.61300000000006,175.747
395.452,177.109
398.26599999999996,178.38099999999997
399.999,178.71099999999998
397.85699999999997,180.942
396.86199999999997,183.47099999999998
395.244,184.926
393.403,187.166
391.226,191.11599999999999
390.094,195.61700000000002
389.469,196.021
387.51599999999996,196.905
385.786,197.28
384.535,198.386
362.865,188.31099999999998
359.625,186.361
357.441,185.46400000000003
356.776,185.093
366.81,155.282
367.056,152.273
367.514,150.076
368.652,147.42700000000002
368.709,145.60299999999998
368.64,145.58
366.841,143.844
366.57099999999997,141.72799999999998
366.741,140.202
366.224,139.054
321.452,112.23700000000001
318.47900000000004,111.62299999999999
315.769,111.863
315.403,111.969
314.553,111.25299999999999
311.095,111.23100000000001
307.476,111.23200000000001
305.165,112.29799999999999
304.809,112.78299999999999
303.632,113.16799999999999
287.35200000000003,119.118
279.51,122.429
271.519,126.301
267.186,129.464
262.68,133.334
258.867,136.982
